"name","logo","workAreas","website","facebook","city","country","briefIntro"
"Musaidah Foundation","https://ngobase.org/images/ngo_logos/BD/Musaidah-Foundation-ngo-charity.png","Health -> WASH; Poverty Alleviation -> Poverty Alleviation","https://musaidahfoundation.com/","https://www.facebook.com/musaidahcharity","Chattogram (Chittagong)","Bangladesh",""
"NORWEGIAN CHURCH AID (NCA)","https://ngobase.org/images/ngo_logos/SO/NORWEGIAN-CHURCH-AID-(NCA)-ngo-charity.jpg","Health -> WASH","https://www.kirkensnodhjelp.no/en/where-we-work/somalia/","https://www.facebook.com/kirkensnodhjelp","Mogadishu","Somalia",""
"Parvati Foundation","https://ngobase.org/images/ngo_logos/CA/Parvati-Foundation-ngo.jpg","Environment and Climate -> Environment Protection; Health -> WASH; Environment and Climate -> Renewable Energy","https://parvati.org/","https://www.facebook.com/ParvatiOfficial/","Ottawa","Canada",""
"Relief International","https://ngobase.org/images/ngo_logos/US/Relief-International-ngo-charity.jpg","Other Societal Benefits -> International; Health -> Health Care - Other services; Health -> WASH","https://www.ri.org/","https://www.facebook.com/reliefinternational/","Kennewick","United States",""
"Relief International (RI)","https://ngobase.org/images/ngo_logos/SO/Relief-International-(RI)-ngo-charity.jpg","Education and Training -> Education and Literacy; Health -> Health Care - Other services; Health -> WASH","https://www.ri.org/countries/somalia/","https://www.facebook.com/reliefinternational","Mogadishu","Somalia",""
"ReliefWeb","https://ngobase.org/images/ngo_logos/SD/ReliefWeb-ngo-charity.jpg","Health -> WASH; Poverty Alleviation -> Hunger, Food insecurity; Other Societal Benefits -> International","https://shorturl.at/m7zZC","https://www.facebook.com/reliefweb","Khartoum","Sudan",""
"SNV - Benin","https://ngobase.org/images/ngo_logos/BJ/SNV---Benin-ngo-charity.PNG","Health -> WASH; Rights -> Women Rights; Other Societal Benefits -> International","https://shorturl.at/ggck5","https://www.facebook.com/SNVworld/","Cotonou","Benin",""
"SNV - Burkina Faso","https://ngobase.org/images/ngo_logos/BF/SNV---Burkina-Faso-ngo-charity.PNG","Other Societal Benefits -> Agriculture; Health -> WASH; Other Societal Benefits -> International","https://shorturl.at/NF3zw","https://www.facebook.com/SNVworld/","Koudougou","Burkina Faso",""
"SNV - Burundi","https://ngobase.org/images/ngo_logos/BI/SNV-ngo-charity.PNG","Rights -> Women Rights; Environment and Climate -> Environment Protection; Health -> WASH","https://www.snv.org/country/burundi","https://www.facebook.com/SNVworld/","Gitega","Burundi",""
"SNV - Ethiopia","https://ngobase.org/images/ngo_logos/ET/SNV---Ethiopia-ngo-charity.jpg","Health -> WASH; Other Societal Benefits -> Agriculture; Other Societal Benefits -> International","https://shorturl.at/RTg9o","https://www.facebook.com/SNVworld/","Dire Dawa","Ethiopia",""
"SNV - Ghana","https://ngobase.org/images/ngo_logos/GH/SNV---Ghana-ngo-charity.jpg","Health -> WASH; Other Societal Benefits -> Agriculture; Other Societal Benefits -> International","https://shorturl.at/P7Hii","https://www.facebook.com/SNVworld/","Accra","Ghana",""
"SNV - Kenya","https://ngobase.org/images/ngo_logos/KE/SNV---Kenya-ngo-charity.jpg","Health -> WASH; Environment and Climate -> Environment Protection; Other Societal Benefits -> International","https://shorturl.at/KASjP","https://www.facebook.com/SNVworld/","Nairobi","Kenya",""
"SNV - Mozambique","https://ngobase.org/images/ngo_logos/MZ/SNV---Mozambique-ngo-charity.jpg","Health -> WASH; Other Societal Benefits -> Agriculture; Other Societal Benefits -> International","https://shorturl.at/AZI9C","https://www.facebook.com/SNVworld/","Maputo","Mozambique",""
"SNV - Tanzania","https://ngobase.org/images/ngo_logos/TZ/SNV---Tanzania-ngo-charity.jpg","Health -> WASH; Rights -> Women Rights; Other Societal Benefits -> International","https://rb.gy/i0ds78","https://www.facebook.com/SNVworld/","Dodoma","Tanzania",""
"SNV - Uganda","https://ngobase.org/images/ngo_logos/UG/SNV---Uganda-ngo-charity.jpg","Other Societal Benefits -> Agriculture; Health -> WASH; Other Societal Benefits -> International","https://rb.gy/4ox3hh","https://www.facebook.com/SNVworld/","Kampala","Uganda",""
"United Nations - Namibia","https://ngobase.org/images/ngo_logos/NA/United-Nations---Namibia-ngo-charity.jpg","Poverty Alleviation -> Poverty Alleviation; Health -> WASH; Education and Training -> Education and Literacy","https://namibia.un.org/en","https://www.facebook.com/UNNamibia/","Windhoek","Namibia",""
"Water Foundation","https://ngobase.org/images/ngo_logos/US/Water-Foundation-ngo-charity.jpg","Environment and Climate -> Environment Protection; Health -> WASH","https://waterfdn.org/","https://www.facebook.com/WaterFdn/","Sacramento","United States",""
"WaterAid - Mozambique","https://ngobase.org/images/ngo_logos/MZ/WaterAid---Mozambique-ngo-charity.jpg","Health -> WASH","https://www.wateraid.org/ca/where-we-work/mozambique","https://www.facebook.com/wateraidmoz/","Maputo","Mozambique",""
"WaterAid - Nigeria","https://ngobase.org/images/ngo_logos/NG/WaterAid---Nigeria-ngo-charity.jpg","Health -> WASH","https://www.wateraid.org/ca/where-we-work/nigeria","https://www.facebook.com/wateraidnigeria/","Abuja","Nigeria",""
"Well Aware","https://ngobase.org/images/ngo_logos/US/Well-Aware-ngo-charity.png","Health -> WASH","https://wellawareworld.org/","https://www.facebook.com/WellAwareWorld","Austin","United States","An Austin-based charity, Well Aware, implements sustainable clean water systems and education programs in Africa to improve health and economic conditions."
"Annapurna Finance Pvt. Ltd (AFPL)","https://ngobase.org/images/ngo_logos/IN/Annapurna-Finance-Pvt.-Ltd-(AFPL)-ngo-charity.png","Poverty Alleviation -> Micro Finance and Micro Credit; Health -> WASH","https://annapurnafinance.in/","https://www.facebook.com/ampl.net.in/","Bhubaneswar","India","Annapurna Finance is a micro finance NGO in India. AFPL is an RBI-registered NBFC-MFI that works for financial and economic upliftment by providing need-based financial services at their doorstep. It is one of the top NBFC-MFIs in India."
"Eye The Children","https://ngobase.org/images/ngo_logos/SS/Eye-the-Children-ngo-charity.jpg","Poverty Alleviation -> Hunger, Food insecurity; Health -> WASH; Rights -> Child Rights and Welfare","https://eyethechildren.org/","https://www.facebook.com/eyethechildren","Juba","South Sudan",""
"GOAL","https://ngobase.org/images/ngo_logos/UG/GOAL-ngo-charity.jpg","Other Societal Benefits -> Agriculture; Health -> Health Care - Other services; Health -> WASH","https://www.goalglobal.org/countries/uganda/","https://www.facebook.com/GOALGlobal/","Kampala","Uganda",""
"Gret Burkina","https://ngobase.org/images/ngo_logos/BF/Gret-Burkina-ngo-charity.png","Other Societal Benefits -> Agriculture; Health -> WASH; Poverty Alleviation -> Micro Finance and Micro Credit","https://gret.org/","https://www.facebook.com/GretFR/","Ouagadougou","Burkina Faso",""
"Simavi","https://ngobase.org/images/ngo_logos/NL/Simavi-ngo-charity.jpg","Health -> WASH","https://simavi.nl/en","https://www.facebook.com/SimaviNL","Amsterdam","Netherlands",""
"Sky Island Alliance","https://ngobase.org/images/ngo_logos/US/Sky-Island-Alliance-ngo-charity.jpg","Environment and Climate -> Environment Protection; Animals -> Wildlife; Health -> WASH","https://skyislandalliance.org/","https://www.facebook.com/SkyIslandAlliance/","Tucson","United States",""
"Watershed Management Group, Inc.","https://ngobase.org/images/ngo_logos/US/Watershed-Management-Group,-Inc.-ngo.PNG","Health -> WASH; Environment and Climate -> Environment Protection","https://watershedmg.org/","https://www.facebook.com/watershedmg","Tucson","United States","Based in Arizona, Watershed Management Group, Inc. is a charity that focuses on sustainable water management and watershed conservation through community-based projects and education."
"CARE Haiti","https://ngobase.org/images/ngo_logos/HT/CARE-Haiti-ngo-charity.jpg","Health -> WASH; Poverty Alleviation -> Poverty Alleviation; Education and Training -> Education and Literacy","https://www.care-international.org/our-work/where-we-work/haiti","https://www.facebook.com/CAREHaiti20/","Port-au-Prince","Haiti",""
"Concern Worldwide -  Iraq","https://ngobase.org/images/ngo_logos/IQ/Concern-Worldwide----Iraq-ngo-charity.jpg","Health -> WASH; Rights -> Child Rights and Welfare","https://www.concern.net/where-we-work/Iraq","https://www.facebook.com/concernworldwide","Baghdad","Iraq",""
"Concern Worldwide -  Lebanon","https://ngobase.org/images/ngo_logos/LB/Concern-Worldwide----Lebanon-ngo-charity.jpg","Health -> WASH; Poverty Alleviation -> Hunger, Food insecurity","https://www.concern.net/where-we-work/lebanon","https://www.facebook.com/concernworldwide","Beirut","Lebanon",""
"Concern Worldwide - Pakistan","https://ngobase.org/images/ngo_logos/PK/Concern-Worldwide---Pakistan-ngo-charity.jpg","Health -> Health Care - Other services; Health -> WASH; Poverty Alleviation -> Hunger, Food insecurity","https://www.concern.net/where-we-work/pakistan","https://www.facebook.com/concernworldwide","Islamabad","Pakistan",""
"Concern Worldwide - South Sudan","https://ngobase.org/images/ngo_logos/SS/Concern-Worldwide---South-Sudan-ngo-charity.jpg","Health -> Health Care - Other services; Poverty Alleviation -> Hunger, Food insecurity; Health -> WASH","https://www.concern.net/where-we-work/south-sudan","https://www.facebook.com/concernworldwide","Juba","South Sudan",""
"Concern Worldwide - Syria","https://ngobase.org/images/ngo_logos/SY/Concern-Worldwide---Syria-ngo-charity.jpg","Environment and Climate -> Disaster Relief; Health -> WASH; Education and Training -> Education and Literacy","https://www.concern.net/where-we-work/syria","https://www.facebook.com/concernworldwide","Damascus","Syria",""
"Concern Worldwide - Turkey","https://ngobase.org/images/ngo_logos/TR/Concern-Worldwide---Turkey-ngo-charity.jpg","Education and Training -> Education and Literacy; Poverty Alleviation -> Hunger, Food insecurity; Health -> WASH","https://www.concern.net/where-we-work/turkiye","https://www.facebook.com/concernworldwide","Anakara","Turkey",""
"Concern Worldwide - Yemen","https://ngobase.org/images/ngo_logos/YE/Concern-Worldwide---Yemen-ngo-charity.jpg","Health -> Health Care - Other services; Health -> WASH","https://www.concern.net/where-we-work/yemen","https://www.facebook.com/concernworldwide","Sanaa City","Yemen",""
"Fields Of Life","https://ngobase.org/images/ngo_logos/UG/Fields-of-Life-ngo-charity.png","Health -> WASH; Education and Training -> Education and Literacy; Poverty Alleviation -> Poverty Alleviation","https://fieldsoflife.org/","https://www.facebook.com/fieldsoflife","Kampala","Uganda",""
"Gret  Haiti","https://ngobase.org/images/ngo_logos/HT/Gret--Haiti-ngo-charity.jpg","Health -> Health Care - Other services; Other Societal Benefits -> Agriculture; Health -> WASH","https://gret.org/pays/haiti/","https://www.facebook.com/GretFR/","Port-au-Prince","Haiti",""
"Kashmir Citizen Helping Trust","https://ngobase.org/images/ngo_logos/PK/Kashmir-Citizen-Helping-Trust-ngo-charity.jpg","Poverty Alleviation -> Poverty Alleviation; Health -> WASH; Environment and Climate -> Disaster Relief","https://www.kcht.org/","https://www.facebook.com/kchtrust.ajk","Muzaffarabad","Pakistan",""
"SAWAB (Social Agency For Welfare And Advancement In Bangladesh)","https://ngobase.org/images/ngo_logos/BD/SAWAB-(Social-Agency-for-Welfare-and-Advancement-in-Bangladesh)-ngo-charity.png","Education and Training -> Education and Literacy; Health -> Health Care - Other services; Health -> WASH","https://sawabbd.org/","https://www.facebook.com/sawabbd.org.bd","Dhaka","Bangladesh",""
"Sharjah Social Empowerment Foundation","https://ngobase.org/images/ngo_logos/AE/Sharjah-Social-Empowerment-Foundation-ngo-charity.jpg","Vulnerable Groups -> Orphanages; Health -> WASH; Health -> Health Care - Other services","https://ssef.shj.ae/","https://www.facebook.com/al.tmkeen/","Sharjah","United Arab Emirates",""
"Taakulo Somali Community","https://ngobase.org/images/ngo_logos/SO/Taakulo-Somali-Community-ngo-charity.jpg","Poverty Alleviation -> Hunger, Food insecurity; Health -> WASH; Health -> Health Care - Other services","https://www.taakulo.org/","https://www.facebook.com/TaakuloSomali","Mogadishu","Somalia",""
"Tearfund Zimbabwe","https://ngobase.org/images/ngo_logos/ZW/Tearfund-Zimbabwe-ngo-charity.jpg","Environment and Climate -> Disaster Relief; Rights -> Domestic Violence; Health -> WASH","https://www.tearfund.org/campaigns/impact-life/zimbabwe","https://www.facebook.com/tearfund","Harare","Zimbabwe",""
"WaterAid - Ethiopia","https://ngobase.org/images/ngo_logos/ET/WaterAid---Ethiopia-ngo-charity.jpg","Health -> WASH","https://www.wateraid.org/ca/where-we-work/ethiopia","https://www.facebook.com/WaterAidEthiopia/","Addis Ababa","Ethiopia",""
"WaterAid - Niger","https://ngobase.org/images/ngo_logos/NE/WaterAid---Niger-ngo-charity.jpg","Health -> WASH","https://www.wateraid.org/ca/where-we-work/niger","https://www.facebook.com/WaterAidPK","Niamey","Niger",""
"World Vision - Vanuatu","https://ngobase.org/images/ngo_logos/VU/World-Vision---Vanuatu-ngo-charity.jpg","Health -> WASH; Development -> Community Development; Other Societal Benefits -> International","https://www.wvi.org/Vanuatu","https://www.facebook.com/WorldVisionVanuatu/","Port-Vila","Vanuatu",""
"Aaroha","https://ngobase.org/images/ngo_logos/IN/Aaroha-ngo-charity.jpg","Education and Training -> Education and Literacy; Health -> Health Care - Other services; Health -> WASH","https://aaroha.org.in/","https://www.facebook.com/aaroha.youthorg/","Bhopal","India","Aaroha is an NGO for child education. Their goal is to provide the best environment for the welfare of underprivileged children.  providing them a quality education and assisting them in their development."
"Cambodian Rural Development Team","https://ngobase.org/images/ngo_logos/KH/Cambodian-Rural-Development-Team-ngo-charity.png","Environment and Climate -> Environment Protection; Health -> WASH; Poverty Alleviation -> Poverty Alleviation","https://www.crdt.org.kh/","https://www.facebook.com/CRDTKratie","Phnom Penh","Cambodia",""
"CARE International - Vanuatu","https://ngobase.org/images/ngo_logos/VU/CARE-International---Vanuatu-ngo-charity.png","Health -> WASH; Environment and Climate -> Disaster Relief; Other Societal Benefits -> International","https://www.care-international.org/our-work/where-we-work/vanuatu","https://www.facebook.com/carevanuatu/","Port-Vila","Vanuatu",""
"HRDS INDIA","https://ngobase.org/images/ngo_logos/IN/HRDS-INDIA---Idukki-ngo-charity.jpg","Education and Training -> Employment and Career Guidance; Health -> WASH; Poverty Alleviation -> Poverty Alleviation","https://hrdsindia.org/","https://www.facebook.com/www.hrdsindia.org","Idukki","India",""
"International Climate Change Development Initiative (ICCDI)","https://ngobase.org/images/ngo_logos/NG/International-Climate-Change-Development-Initiative-(ICCDI)-ngo-charity.jpg","Environment and Climate -> Environment Protection; Health -> WASH; Poverty Alleviation -> Hunger, Food insecurity","https://www.iccdiafrica.org/Home","https://www.facebook.com/ClimateWed/","Lagos","Nigeria",""
"IRC International Water And Sanitation Centre","https://ngobase.org/images/ngo_logos/NA/IRC-International-Water-and-Sanitation-Centre-ngo-charity.jpg","Other Societal Benefits -> International; Health -> WASH","https://www.ircwash.org/namibia","https://www.facebook.com/ircwash","Windhoek","Namibia",""
"Jaragua Group","https://ngobase.org/images/ngo_logos/DO/Jaragua-Group-ngo-charity.png","Health -> WASH; Environment and Climate -> Environment Protection","https://www.grupojaragua.org.do/","https://www.facebook.com/grupojaragua","Santo Domingo","Dominican Republic",""
"Love Uganda Foundation","https://ngobase.org/images/ngo_logos/UG/Love-Uganda-Foundation-ngo-charity.jpg","Vulnerable Groups -> Orphanages; Poverty Alleviation -> Women Welfare; Health -> WASH","https://loveugandafoundation.org/non-government-organisations-in-uganda/","https://www.facebook.com/LoveUgandaFoundation/","Kampala","Uganda",""
"Macon Water Environmental Education Inc","https://ngobase.org/images/ngo_logos/US/Macon-Water-Environmental-Education-Inc-ngo-charity.jpg","Environment and Climate -> Environment Protection; Health -> WASH","https://maconwater.org/your-mwa/macon-water-alliance/","https://www.facebook.com/MaconWaterAuthority?rf=161702410520969","Macon","United States",""
"S M Sehgal Foundation -- Gurugram","https://ngobase.org/images/ngo_logos/IN/S-M-Sehgal-Foundation----Gurugram-ngo-charity.PNG","Health -> WASH; Other Societal Benefits -> Agriculture; Development -> Community Development","https://www.smsfoundation.org/","https://www.facebook.com/SMSFPage","Chandigarh","India","The Sehgal Foundation is a public charitable trust in India working with rural communities.  Their mission is to strengthen community-led development initiatives to achieve positive social, economic, and environmental change in India."
"Sightsavers","https://ngobase.org/images/ngo_logos/UG/Sightsavers-ngo-charity.jpg","Health -> Health Care - Other services; Other Societal Benefits -> Research Work; Health -> WASH","https://www.sightsavers.org/where-we-work/uganda/","https://www.facebook.com/Sightsavers/","Kampala","Uganda",""
"SKS Foundation","https://ngobase.org/images/ngo_logos/BD/SKS-Foundation-ngo-charity.png","Health -> WASH; Development -> Community Development","https://www.sks-bd.org/","https://www.facebook.com/sksfoundationbd/?_rdc=1&_rdr","Rajshahi","Bangladesh",""
"Splash","https://ngobase.org/images/ngo_logos/US/Splash-ngo-charity.jpg","Health -> WASH; Development -> Urban Development","https://splash.org/","https://www.facebook.com/splashglobal","Seattle","United States",""
"Tearfund","https://ngobase.org/images/ngo_logos/CF/Tearfund-ngo-charity.png","Rights -> Women Rights; Other Societal Benefits -> Peace and Conflict Resolution; Health -> WASH","https://www.tearfund.org/about-us/our-impact/where-we-work/central-african-republic","https://www.facebook.com/tearfund","Bangui","Central African Republic",""
"Tearfund","https://ngobase.org/images/ngo_logos/RW/Tearfund-ngo-charity.png","Other Societal Benefits -> Peace and Conflict Resolution; Health -> WASH; Environment and Climate -> Environment Protection","https://www.tearfund.org/about-us/our-impact/where-we-work/rwanda","https://www.facebook.com/tearfund","Kigali","Rwanda",""
"Tearfund","https://ngobase.org/images/ngo_logos/MW/Tearfund-ngo-charity.png","Rights -> Domestic Violence; Health -> WASH; Other Societal Benefits -> Peace and Conflict Resolution","https://www.tearfund.org/about-us/our-impact/where-we-work/malawi","https://www.facebook.com/tearfund","Lilongwe","Malawi",""
"Tearfund","https://ngobase.org/images/ngo_logos/ZM/Tearfund-ngo-charity.png","Health -> WASH; Rights -> Youth Welfare; Other Societal Benefits -> Peace and Conflict Resolution","https://www.tearfund.org/about-us/our-impact/where-we-work/zambia","https://www.facebook.com/tearfund","Lusaka","Zambia",""
"Tearfund - Burkina Faso","https://ngobase.org/images/ngo_logos/BF/Tearfund-ngo-charity.png","Health -> WASH; Rights -> Domestic Violence; Environment and Climate -> Environment Protection","https://www.tearfund.org/about-us/our-impact/where-we-work/burkina-faso","https://www.facebook.com/tearfund","Bobo-Dioulasso","Burkina Faso",""
"Tearfund - Chad","https://ngobase.org/images/ngo_logos/TD/Tearfund-ngo-charity.png","Other Societal Benefits -> Peace and Conflict Resolution; Health -> WASH; Environment and Climate -> Disaster Relief","https://www.tearfund.org/about-us/our-impact/where-we-work/chad","https://www.facebook.com/tearfund","Moundou","Chad",""
"Tearfund - DRC","https://ngobase.org/images/ngo_logos/CD/Tearfund-ngo-charity.png","Rights -> Domestic Violence; Health -> WASH; Other Societal Benefits -> Agriculture","https://www.tearfund.org/about-us/our-impact/where-we-work/democratic-republic-of-congo","https://www.facebook.com/tearfund","Kinshasa","Democratic Republic of Congo",""
"Tearfund - Ethiopia","https://ngobase.org/images/ngo_logos/ET/Tearfund-ngo-charity.png","Health -> WASH; Rights -> Domestic Violence; Other Societal Benefits -> Peace and Conflict Resolution","https://www.tearfund.org/about-us/our-impact/where-we-work/ethiopia","https://www.facebook.com/tearfund","Addis Ababa","Ethiopia",""
"Tearfund - Haiti","https://ngobase.org/images/ngo_logos/HT/Tearfund-ngo-charity.png","Rights -> Domestic Violence; Health -> WASH; Other Societal Benefits -> Peace and Conflict Resolution","https://www.tearfund.org/about-us/our-impact/where-we-work/haiti","https://www.facebook.com/tearfund","Port-au-Prince","Haiti",""
"Tearfund - Ivory Coast","https://ngobase.org/images/ngo_logos/CI/Tearfund-ngo-charity.png","Environment and Climate -> Disaster Relief; Health -> WASH; Other Societal Benefits -> Peace and Conflict Resolution","https://www.tearfund.org/about-us/our-impact/where-we-work/ivory-coast","https://www.facebook.com/tearfund","Yamoussoukro","IVORY COAST (Côte d'Ivoire)",""
"Tearfund - Liberia","https://ngobase.org/images/ngo_logos/LR/Tearfund---Liberia-ngo-charity.png","Other Societal Benefits -> Peace and Conflict Resolution; Health -> WASH; Other Societal Benefits -> International","https://www.tearfund.org/about-us/our-impact/where-we-work/liberia","https://www.facebook.com/tearfund","Bong","Liberia",""
"Tearfund - Mali","https://ngobase.org/images/ngo_logos/ML/Tearfund-ngo-charity.png","Environment and Climate -> Disaster Relief; Health -> WASH; Other Societal Benefits -> Peace and Conflict Resolution","https://www.tearfund.org/about-us/our-impact/where-we-work/mali","https://www.facebook.com/tearfund","Bamako","Mali",""
"Tearfund - Tanzania","https://ngobase.org/images/ngo_logos/TZ/Tearfund-ngo-charity.png","Health -> WASH; Rights -> Domestic Violence; Environment and Climate -> Environment Protection","https://www.tearfund.org/about-us/our-impact/where-we-work/tanzania","https://www.facebook.com/tearfund","Arusha","Tanzania",""
"Tearfund - Uganda","https://ngobase.org/images/ngo_logos/UG/Tearfund-ngo-charity.png","Health -> WASH; Vulnerable Groups -> Immigrants or Refugees; Other Societal Benefits -> Peace and Conflict Resolution","https://www.tearfund.org/about-us/our-impact/where-we-work/uganda","https://www.facebook.com/tearfund","Kampala","Uganda",""
"The Society For Family Health (Eros)","https://ngobase.org/images/ngo_logos/NA/The-Society-for-Family-Health-Namibia-ngo-charity.png","Health -> Health Care - Other services; Health -> WASH","https://sfh.org.na/","https://www.facebook.com/SFHNamibia/","Windhoek","Namibia",""
"WaterAid - Mali","https://ngobase.org/images/ngo_logos/ML/WaterAid---Mali-ngo-charity.jpg","Health -> WASH","https://www.wateraid.org/ca/where-we-work/mali","https://www.facebook.com/WaterAidMali/","Bamako","Mali",""
"ZOA - Burundi","https://ngobase.org/images/ngo_logos/BI/ZOA---Burundi-ngo-charity.jpg","Health -> WASH; Other Societal Benefits -> Peace and Conflict Resolution; Other Societal Benefits -> International","https://shorturl.at/xotsy","https://www.facebook.com/zoa.nl/","Gitega","Burundi",""
"ZOA - South Sudan","https://ngobase.org/images/ngo_logos/SS/ZOA---South-Sudan-ngo-charity.jpg","Health -> WASH; Other Societal Benefits -> Peace and Conflict Resolution; Other Societal Benefits -> International","https://tinyurl.com/mr2m3mfp","https://www.facebook.com/zoa.nl/","Juba","South Sudan",""
"ZOA - Sudan","https://ngobase.org/images/ngo_logos/SD/ZOA---Sudan-ngo-charity.jpg","Health -> WASH; Housing -> Shelter Homes and Homelessness; Education and Training -> Education and Literacy","https://shorturl.at/vVROk","https://www.facebook.com/zoa.nl/","Khartoum","Sudan",""
"ZOA - Uganda","https://ngobase.org/images/ngo_logos/UG/ZOA---Uganda-ngo-charity.jpg","Health -> WASH; Poverty Alleviation -> Hunger, Food insecurity; Other Societal Benefits -> International","https://tinyurl.com/3avd6fkx","https://www.facebook.com/zoa.nl/","Kampala","Uganda",""
"Action Against Hunger - Ethiopia","https://ngobase.org/images/ngo_logos/ET/Action-Against-Hunger-Ethiopia-ngo-charity.png","Poverty Alleviation -> Hunger, Food insecurity; Other Societal Benefits -> International; Health -> WASH","https://www.actionagainsthunger.org/location/africa/ethiopia/","https://www.facebook.com/actionagainsthunger","Addis Ababa","Ethiopia",""
"Action Against Hunger - Iraq","https://ngobase.org/images/ngo_logos/IQ/Action-Against-Hunger---Iraq-ngo-charity.png","Poverty Alleviation -> Hunger, Food insecurity; Health -> WASH; Other Societal Benefits -> International","https://www.actionagainsthunger.org/location/middle-east/iraq/","https://www.facebook.com/actionagainsthunger","Baghdad","Iraq",""
"Action Against Hunger - Sudan","https://ngobase.org/images/ngo_logos/SD/Action-against-hunger-ngo-charity.png","Health -> WASH; Other Societal Benefits -> International; Poverty Alleviation -> Hunger, Food insecurity","https://www.actionagainsthunger.org/location/africa/sudan/","https://www.facebook.com/actionagainsthunger","Khartoum","Sudan",""
"Action Against Hunger - Yemen","https://ngobase.org/images/ngo_logos/YE/Action-Against-Hunger---Yemen-ngo-charity.png","Poverty Alleviation -> Hunger, Food insecurity; Health -> WASH; Other Societal Benefits -> International","https://www.actionagainsthunger.org/location/middle-east/yemen/","https://www.facebook.com/actionagainsthunger","Sanaa City","Yemen",""
"Action Against Hunger Mali","https://ngobase.org/images/ngo_logos/ML/Action-Against-Hunger-Mali-ngo-charity.JPG","Other Societal Benefits -> International; Poverty Alleviation -> Hunger, Food insecurity; Health -> WASH","https://www.actionagainsthunger.org/location/africa/mali/","https://www.facebook.com/actionagainsthunger","Bamako","Mali",""
"Action Against Hunger USA","https://ngobase.org/images/ngo_logos/UG/Action-Against-Hunger-USA-ngo-charity.png","Poverty Alleviation -> Hunger, Food insecurity; Health -> WASH; Environment and Climate -> Disaster Relief","https://www.actionagainsthunger.org/location/africa/uganda/","https://www.facebook.com/actionagainsthunger","Mbarara","Uganda",""
"CARE International - Côte D'Ivoire","https://ngobase.org/images/ngo_logos/CI/CARE-International---C%C3%B4te-d'Ivoire-ngo-charity.jpg","Rights -> Women Rights; Health -> WASH; Other Societal Benefits -> International","https://www.care-international.org/our-work/where-we-work/cote-divoire","https://www.facebook.com/careciv/","Yamoussoukro","IVORY COAST (Côte d'Ivoire)",""
"ECOTON-INSPIRASI","https://ngobase.org/images/ngo_logos/ID/ECOTON-INSPIRASI-ngo-charity.png","Health -> WASH; Environment and Climate -> Environment Protection; Other Societal Benefits -> Research Work","https://ecoton.or.id/","https://www.facebook.com/ecotonID/","Jakarta","Indonesia",""
"Habitat For Humanity - Bangladesh","https://ngobase.org/images/ngo_logos/BD/Habitat-for-Humanity---Bangladesh-ngo-charity.jpg","Housing -> Housing Affordability; Health -> WASH; Other Societal Benefits -> International","https://www.habitatbangladesh.org/","https://www.facebook.com/HabitatBD/","Dhaka","Bangladesh",""
"Helvetas - Burkina Faso","https://ngobase.org/images/ngo_logos/BF/Helvetas---Burkina-Faso-ngo-charity.jpg","Health -> WASH; Education and Training -> Vocational Training","https://www.helvetas.org/fr/burkinafaso","https://www.facebook.com/Helvetas.francais","Koudougou","Burkina Faso",""
"International Lifeline Fund (Lira)","https://ngobase.org/images/ngo_logos/UG/International-Lifeline-Fund-(Lira)-ngo-charity.jpg","Other Societal Benefits -> International; Health -> WASH","https://lifelinefund.org/","https://www.facebook.com/InternationalLifelineFund/","Kampala","Uganda",""
"Lien AID","https://ngobase.org/images/ngo_logos/SG/Lien-AID-ngo-charity.png","Health -> WASH","http://www.lienaid.org/","https://www.facebook.com/LienAIDWaterMatters/","Singapore","Singapore",""
"MedGlobal - Sudan","https://ngobase.org/images/ngo_logos/SD/MedGlobal-ngo-charity.jpg","Health -> WASH; Environment and Climate -> Disaster Relief; Health -> Mental Health","https://medglobal.org/sudan/","https://www.facebook.com/medglobalorg/","Khartoum","Sudan",""
"Prime Trust","https://ngobase.org/images/ngo_logos/IN/Prime-Educational-and-Social-Trust-ngo-charity.jpg","Health -> WASH; Poverty Alleviation -> Women Welfare; Poverty Alleviation -> Poverty Alleviation","https://www.primetrust-org.in/","https://www.facebook.com/Primetrust.Puducherry","Puducherry City(Pondicherry)","India","Prime Trust is a grassroot NGO based in Puducherry. They focus on three points: empowering women, educating children, and raising social awareness. Prime Trust hopes to see a society free from poverty and discrimination."
"PSI India","https://ngobase.org/images/ngo_logos/IN/PSI-India-ngo-charity.jpg","Health -> Health Care - Other services; Health -> WASH","https://psi.org.in/","https://www.facebook.com/PSIIndia/","New Delhi","India",""
"Seva Mandir - (Udaipur)","https://ngobase.org/images/ngo_logos/IN/Seva-Mandir---(Udaipur)-ngo-charity.png","Development -> Rural Development; Poverty Alleviation -> Women Welfare; Health -> WASH","https://www.sevamandir.org/","https://www.facebook.com/SevaMandirUdr","Jaipur","India",""
"WATER FOR PEOPLE UGANDA","https://ngobase.org/images/ngo_logos/UG/WATER-FOR-PEOPLE-UGANDA-ngo-charity.png","Health -> WASH; Environment and Climate -> Environment Protection","https://www.waterforpeople.org/uganda/","https://www.facebook.com/waterforpeople","Kampala","Uganda",""
"WaterAid In Malawi","https://ngobase.org/images/ngo_logos/MW/WaterAid-in-Malawi-ngo-charity.png","Health -> WASH","https://www.wateraid.org/mw/","https://www.facebook.com/WateraidInMalawi/","Lilongwe","Malawi",""
